path,filename,extension,category,size_bytes,size_mb,modified,relevance_score,relevance,text_extracted,text_preview,sha256,duplicate_count
3\My Documents\My Music\My Pictures\dandelion.jpg,dandelion.jpg,.jpg,image,73743,0.07,1150530686.0,0,UNLIKELY,False,,8d27db7252b8e9aed311463f2d159d3803e7353217afaf3a7c57290d40fb09e0,1
3\My Documents\My Music\My Pictures\Danish Cottage Doors.jpg,Danish Cottage Doors.jpg,.jpg,image,1458509,1.39,1183488546.0,0,UNLIKELY,False,,733971a677bf4bd8d94faf3f1e4fc4f8dbaa933df0ac0a8f83b9f5a18f65b383,1
3\My Documents\My Music\My Pictures\Danish Cottage Stairs.jpg,Danish Cottage Stairs.jpg,.jpg,image,2147746,2.05,1183489428.0,0,UNLIKELY,False,,7fde2331116dd4e20d1881ee07c7a7968ae468d03e8b419ad4bab1154cb437c7,1
3\My Documents\My Music\My Pictures\dark green chaput.png,dark green chaput.png,.png,image,1136,0.0,1188707998.0,0,UNLIKELY,False,,85caf0f37e5e256a2d4d8c2d80bc7a05186b57f9141442a211a8d40980431f0c,1
3\My Documents\My Music\My Pictures\DE BOW.gif,DE BOW.gif,.gif,image,17762,0.02,1166437410.0,0,UNLIKELY,False,,f5bc335d05c7fa7b681b56ae1655bc3aa400cd7b40a1661699739e6b890dd5bd,1
3\My Documents\My Music\My Pictures\DE North Atlantic.jpg,DE North Atlantic.jpg,.jpg,image,168391,0.16,1166434298.0,0,UNLIKELY,False,,dc5d1a0c8cced0a4eb514c30bd1d6abf0ec1584af4599b5ec8ad508f86957822,1
3\My Documents\My Music\My Pictures\DE TURNING.jpg,DE TURNING.jpg,.jpg,image,80418,0.08,1166437188.0,0,UNLIKELY,False,,4a63ee0ecb0cc069cf8dcb5d709a8d0e7bb0281f6d267f9dad1d8c27bce20501,1
3\My Documents\My Music\My Pictures\Dealy Plaza.jpg,Dealy Plaza.jpg,.jpg,image,144339,0.14,1179110072.0,0,UNLIKELY,False,,114dbb8171929ee3c718e2d8fad6d978705b9c77bd78164848088347fcd1ac7c,1
3\My Documents\My Music\My Pictures\denis chaput shield.ppt,denis chaput shield.ppt,.ppt,other,55808,0.05,1158815766.0,0,UNLIKELY,False,,9114a18723f380e4c06349c77303906094e987604586468b04148505240ae1fa,1
3\My Documents\My Music\My Pictures\denischaput.cropped.jpg,denischaput.cropped.jpg,.jpg,image,18236,0.02,1158814936.0,0,UNLIKELY,False,,4610fccccea4e54f264230422245cc281e85d0cb5767321f43ce4c44fa02ef7a,1
3\My Documents\My Music\My Pictures\denischaput.jpg,denischaput.jpg,.jpg,image,88412,0.08,1158709526.0,0,UNLIKELY,False,,d5ff2cb9b98732271f0dead001e1f93ab0ad8d294277c5fc6a2be27187048952,1
3\My Documents\My Music\My Pictures\Desktop.ini,Desktop.ini,.ini,other,107,0.0,1265041398.0,0,UNLIKELY,False,,b1109664eb24cda95f9fb32a9db14467df1f320c4c3a6cf06b099557e75d56a8,1
3\My Documents\My Music\My Pictures\dining car oep.jpg,dining car oep.jpg,.jpg,image,25245,0.02,1205735276.0,0,UNLIKELY,False,,e92579a7f8279b25cf8deeef896d76689bbee3412c31cd9bc328a7040a238553,2
3\My Documents\My Music\My Pictures\Dining Car.jpg,Dining Car.jpg,.jpg,image,78263,0.07,1186968418.0,0,UNLIKELY,False,,e8edb2ba9d4d2f1f612f7955beeeffd86211e1679e84d628b3736b88682e4e89,1
3\My Documents\My Music\My Pictures\dividr6.gif,dividr6.gif,.gif,image,3287,0.0,1139117702.0,0,UNLIKELY,False,,c46c446bd63d4870bcf17298dfe63926593cb549bc82098c30447e1ae28f0deb,1
3\My Documents\My Music\My Pictures\dogs.jpg,dogs.jpg,.jpg,image,669950,0.64,1213914898.0,0,UNLIKELY,False,,757387ac55172bb8b9c3598b8d00a703cb4b37bf1bba2c554f80dec334a4d0d9,1
3\My Documents\My Music\My Pictures\dormerporch.bmp,dormerporch.bmp,.bmp,image,1673586,1.6,1185614716.0,0,UNLIKELY,False,,089f7000b76d5b4cb8d631f2972e216ec5094fa924bac74eb8fc8ab5313e138b,1
3\My Documents\My Music\My Pictures\drake1.bmp,drake1.bmp,.bmp,image,84798,0.08,1155015016.0,0,UNLIKELY,False,,a1adad31f2c2a791f6da356019d15768d25e959100d672fb749fff3669a76445,1
3\My Documents\My Music\My Pictures\drake2.bmp,drake2.bmp,.bmp,image,92910,0.09,1155015074.0,0,UNLIKELY,False,,0333d5bfc87f6ec7759d1d3e1c4f6bcaa911b4ad914d094b39947b6949c55929,1
3\My Documents\My Music\My Pictures\Drake_at_curve.jpg,Drake_at_curve.jpg,.jpg,image,37428,0.04,1155015268.0,0,UNLIKELY,False,,40b7611fcf57fed82e5aa4f32f7cb49a7de3ce99ab055caf788efd5d9997c403,1
3\My Documents\My Music\My Pictures\DUTY.jpg,DUTY.jpg,.jpg,image,22508,0.02,1163358524.0,0,UNLIKELY,False,,340a1ee42fdd053c3a466da8a36fe0665288f060ad818abdbde3db63bd79af42,1
3\My Documents\My Music\My Pictures\Earlier.JPG,Earlier.JPG,.jpg,image,124418,0.12,1180564966.0,0,UNLIKELY,False,,31b166625ca8a1ab5ae4cc31977c0867226d2598124c8ec9dd95b46b87f9985e,1
3\My Documents\My Music\My Pictures\Einstein at Princeton.ppt,Einstein at Princeton.ppt,.ppt,other,88064,0.08,1186616004.0,0,UNLIKELY,False,,9bc2fb35ce0c3e7b6c4e179c014849adf5e90b5c7b60c31a9eec2cee25f4cef6,1
3\My Documents\My Music\My Pictures\English village Dorn.jpg,English village Dorn.jpg,.jpg,image,139720,0.13,1219425996.0,0,UNLIKELY,False,,a946dc4154e70cfa77cd9f1a375567218e79c720fa1e16751d464674122ebe12,1
3\My Documents\My Music\My Pictures\enigmamachine.jpg,enigmamachine.jpg,.jpg,image,29130,0.03,1190513438.0,0,UNLIKELY,False,,8facf39b072d8d924cb660a38394115c2db20ac85488b871c6a37a5410ccc97c,1
3\My Documents\My Music\My Pictures\Escher's jewel.jpg,Escher's jewel.jpg,.jpg,image,138732,0.13,1172123688.0,0,UNLIKELY,False,,221dba466142539a897c9c293cd9e1880a682667c456d4386a2d3500329163e8,1
3\My Documents\My Music\My Pictures\Eskimo nebula.jpg,Eskimo nebula.jpg,.jpg,image,241360,0.23,1180312834.0,0,UNLIKELY,False,,00a2a3b25efc8f32d5c7f6311477e04ea88042e96a203348a0ee6d622001c02f,1
3\My Documents\My Music\My Pictures\FIERY RAILS.jpg,FIERY RAILS.jpg,.jpg,image,14997,0.01,1158657084.0,0,UNLIKELY,False,,6be404911a397468d86513ac50aa3cfb0049b7a2965e2e206b9fd07be911380b,1
3\My Documents\My Music\My Pictures\file.gif,file.gif,.gif,image,108927,0.1,1215099100.0,0,UNLIKELY,False,,47b0546c317734d188dd0c9684583e550601f806889fbe36df7ca5b7403a33e1,1
3\My Documents\My Music\My Pictures\filigree-divider_11_sm.gif,filigree-divider_11_sm.gif,.gif,image,815,0.0,1139116738.0,0,UNLIKELY,False,,d619166023d6c7d02288fb154ae40a6b6b5cce31ee2b68e1fc2989e1ccf49542,1
3\My Documents\My Music\My Pictures\filigree-divider_16_sm.gif,filigree-divider_16_sm.gif,.gif,image,501,0.0,1142481188.0,0,UNLIKELY,False,,f9d813c659ce43a8cc6e98f77e89c3717cbec159be5baed116f118bcb8f57d58,1
3\My Documents\My Music\My Pictures\filigree-divider_2_sm.gif,filigree-divider_2_sm.gif,.gif,image,756,0.0,1139116818.0,0,UNLIKELY,False,,df3e83fab453e0c13d15e2d79ed056e2a21e34c6dafe5e6b3487dde26bb10918,1
3\My Documents\My Music\My Pictures\filigree-divider_7_sm.gif,filigree-divider_7_sm.gif,.gif,image,671,0.0,1139116782.0,0,UNLIKELY,False,,f8e449d52322abc9dfbcd97c9ab28e5801905e02d7dc281f50d7d0022a7e1f9b,1
3\My Documents\My Music\My Pictures\FINLAND.jpg,FINLAND.jpg,.jpg,image,367084,0.35,1185684752.0,0,UNLIKELY,False,,56b3ad43e56bade27cd6190a95531822909ba259dd460615d64ce18da7106807,1
"3\My Documents\My Music\My Pictures\Five Islands, Maine.jpg","Five Islands, Maine.jpg",.jpg,image,35385,0.03,1186968172.0,0,UNLIKELY,False,,f21eeb2af9086c3010e6fbdb9fec55297ebfc3a30086cc953d84ef959d5011f5,1
"3\My Documents\My Music\My Pictures\Five Islands, Maine2.jpg","Five Islands, Maine2.jpg",.jpg,image,26950,0.03,1186968276.0,0,UNLIKELY,False,,c5078191ed239b368305cc9f7f3c2a929670b2586cf645431db47f3a56fdf093,1
3\My Documents\My Music\My Pictures\flags.png,flags.png,.png,image,33263,0.03,1183682528.0,0,UNLIKELY,False,,fa9e98b181c63c5364808d43b4f713c84e492315b8483ede444c0530742d07ef,1
3\My Documents\My Music\My Pictures\floral-divider_10_sm.gif,floral-divider_10_sm.gif,.gif,image,1090,0.0,1147979640.0,0,UNLIKELY,False,,085dc7fecb0a4f1c22fc30e28dce4904f018e14be9a8fec104ca1b2c50ef2c3e,1
3\My Documents\My Music\My Pictures\floral-divider_8_md.gif,floral-divider_8_md.gif,.gif,image,3430,0.0,1139116618.0,0,UNLIKELY,False,,053c816a19e54e77dabfcc66fff6cd454c46c3182f8bae9d4e7cf12e9b45aede,1
3\My Documents\My Music\My Pictures\FRASER CANYON.jpg,FRASER CANYON.jpg,.jpg,image,366349,0.35,1183619596.0,0,UNLIKELY,False,,12ecee413837d40b452e51884643194d407e26f330e2dd89505d3202c7fc195f,1
3\My Documents\My Music\My Pictures\FRAUD Check_2067[1].jpg,FRAUD Check_2067[1].jpg,.jpg,image,19526,0.02,1175380584.0,0,UNLIKELY,False,,8e20ad300634f606d473d672d69f47b171eca5e650109ca59a064c2695f6ce60,1
3\My Documents\My Music\My Pictures\g-royal-hudson.jpg,g-royal-hudson.jpg,.jpg,image,37557,0.04,1155623486.0,0,UNLIKELY,False,,41500589dfac59ba9cc057295dc95ef1e7351f8a0a12ff7f48889ba4d7fc485a,1
3\My Documents\My Music\My Pictures\Galaxy Diner heading.gif,Galaxy Diner heading.gif,.gif,image,7257,0.01,1188705504.0,0,UNLIKELY,False,,c527e5c3b6abe645db1803a97a46dfd60d92552e74711235d5547fbcc20834bd,1
3\My Documents\My Music\My Pictures\gate.jpg,gate.jpg,.jpg,image,56813,0.05,1184569040.0,0,UNLIKELY,False,,287e854571a07b750181a52f780a22bf6661f724c132c3c4fcd015360717a61f,1
3\My Documents\My Music\My Pictures\geppetto'.jpg,geppetto'.jpg,.jpg,image,28667,0.03,1247288218.0,0,UNLIKELY,False,,99ef38e0cc03875ca43957dff764c94278232f2d998a65f44f6930851a0a53e3,1
3\My Documents\My Music\My Pictures\globesticker2.png,globesticker2.png,.png,image,35570,0.03,1247793958.0,0,UNLIKELY,False,,f9d208d30ac31217c60f6bb66f70db7b68a73a5bd25e219255d273c9e26472bf,1
3\My Documents\My Music\My Pictures\Gme%20Chaput.jpg,Gme%20Chaput.jpg,.jpg,image,13962,0.01,1159592874.0,0,UNLIKELY,False,,2e2bf3d4ae977f244132cad127500d674ba1ca800b5ffda78b4d873bb78ffb87,1
3\My Documents\My Music\My Pictures\goat canyon trestle.jpg,goat canyon trestle.jpg,.jpg,image,23848,0.02,1183532240.0,0,UNLIKELY,False,,a9a2531448050ca3413915621c0509050dc8dd0c5c3b4218d094e4cf7c078429,1
3\My Documents\My Music\My Pictures\GOLD LEAF DOME.jpg,GOLD LEAF DOME.jpg,.jpg,image,100356,0.1,1183603296.0,0,UNLIKELY,False,,3b4c44dfb7e60bcf8a091f3b3802fdb3864e5262402d3433d84de3d2af16fc35,1
3\My Documents\My Music\My Pictures\gold_suite.jpg,gold_suite.jpg,.jpg,image,28555,0.03,1205740336.0,0,UNLIKELY,False,,298ded0fc9670a16a1420aa5bcc10bfe7b7ebe757e8f41d1c018bc3175b3ac80,1
3\My Documents\My Music\My Pictures\grand central at bight.jpg,grand central at bight.jpg,.jpg,image,82691,0.08,1176864846.0,0,UNLIKELY,False,,4c7d76b1301e2e880ae8490a689cdd7d8e0f900679bae0d7a6a78b9b7f42a80f,1
3\My Documents\My Music\My Pictures\green dog.ppt,green dog.ppt,.ppt,other,432640,0.41,1191744850.0,0,UNLIKELY,False,,791a745c09bb77960fb036e1cf9d060a1e23e0394b88da739e02d374f57c2f1b,1
3\My Documents\My Music\My Pictures\grosmont-gv.jpg,grosmont-gv.jpg,.jpg,image,19502,0.02,1184487788.0,0,UNLIKELY,False,,167fceb9f6789b1144534ddcb00d246259ade4f35a6f4fa500780339ff526be1,1
3\My Documents\My Music\My Pictures\hajj.jpg,hajj.jpg,.jpg,image,299938,0.29,1182546802.0,0,UNLIKELY,False,,1064c5923018847f4fd4914e289315ced8ac4ed36fc5c50805c520c81c43b375,1
3\My Documents\My Music\My Pictures\harvard-yard-snow.jpg,harvard-yard-snow.jpg,.jpg,image,84502,0.08,1185685238.0,0,UNLIKELY,False,,9a583ffdd70e8d209d42e41a58e19648cff8bae4bc14cdbcc9dac52a3b84545d,1
3\My Documents\My Music\My Pictures\hodges-1955-convertible.jpg,hodges-1955-convertible.jpg,.jpg,image,32084,0.03,1187164802.0,0,UNLIKELY,False,,7d2a6924f4b9fcce3936715fd72030c9cbd1556a2f06029c69670583c3d5aad7,1
3\My Documents\My Music\My Pictures\horse & kid.jpg,horse & kid.jpg,.jpg,image,20867,0.02,1173059354.0,0,UNLIKELY,False,,50250e7802198583c6e4b0bdb0ca9d12f9f0692b98e36414c4a7cf53b6419d48,1
3\My Documents\My Music\My Pictures\horseback.jpg,horseback.jpg,.jpg,image,11969,0.01,1156914626.0,0,UNLIKELY,False,,22f6ee320de1fcd8bac65d532fe2af708687523f3dde388444971efe8dc8ce72,1
3\My Documents\My Music\My Pictures\house.bmp,house.bmp,.bmp,image,4678299,4.46,1169421210.0,0,UNLIKELY,False,,11794b2941292857198bde7efeafcd7a84412a211d64eecdda8d49734cfffade,1
3\My Documents\My Music\My Pictures\HunterHouse450pxWide.jpg,HunterHouse450pxWide.jpg,.jpg,image,261940,0.25,1247949066.0,0,UNLIKELY,False,,d7fa4518c2bf807a4ed09cd1af51026e07412dce784fbb517f233e9948f7ec50,1
3\My Documents\My Music\My Pictures\INSIDE THE GUARD TOWER.jpg,INSIDE THE GUARD TOWER.jpg,.jpg,image,78852,0.08,1158656378.0,0,UNLIKELY,False,,d659790f0ef44e5c2ac46b6abeaccd73211ffedb50619b5517cb9c4e1b88a02f,1
3\My Documents\My Music\My Pictures\interior.jpg,interior.jpg,.jpg,image,3962,0.0,1158711680.0,0,UNLIKELY,False,,71e9f4a5154c678ebb1b7414de5e3a42e06c1656dad338375bedb719f1385311,1
3\My Documents\My Music\My Pictures\intricate.scroll.gif,intricate.scroll.gif,.gif,image,9850,0.01,1133687912.0,0,UNLIKELY,False,,cdeb59ee7c010f05aa5894c9f286af9e81af1437c9d503cbe939af20ae22cc7e,1
3\My Documents\My Music\My Pictures\iowa fog.jpg,iowa fog.jpg,.jpg,image,490040,0.47,1209492666.0,0,UNLIKELY,False,,33efd45529bdd0dda8378355184c65ad7c99470a1e2d1ca3282f58e1698af848,1
3\My Documents\My Music\My Pictures\iris-closeup.jpg,iris-closeup.jpg,.jpg,image,79442,0.08,1150529650.0,0,UNLIKELY,False,,6db68173511f6b28b86469ea3f2ee552a674ac0b045acdc9148ee5209aafd12c,1
3\My Documents\My Music\My Pictures\Jack.jpg,Jack.jpg,.jpg,image,29828,0.03,1191001908.0,0,UNLIKELY,False,,827a8b4e8507fbb582c1543d14bd48c8767059d39d9718172a72f262fb891f85,1
3\My Documents\My Music\My Pictures\JalalMohammadzai.jpg,JalalMohammadzai.jpg,.jpg,image,78772,0.08,1156909982.0,0,UNLIKELY,False,,8c897f98ee00938e74e36fcc9e832d58bcdf8520435a38f0847385c3f8d05d37,1
3\My Documents\My Music\My Pictures\JEEP.jpg,JEEP.jpg,.jpg,image,190091,0.18,1161799004.0,0,UNLIKELY,False,,ec02ddd2e053ce0a26a2f3fdc2ea754f496a83fa35a30b78deb3ecc577ed51c8,1
3\My Documents\My Music\My Pictures\Kaabah.jpg,Kaabah.jpg,.jpg,image,229280,0.22,1207810574.0,0,UNLIKELY,False,,3a7845acbed7a983c05d9648ba016e93cf2811f65ed4e946b4b9a1d0ead9fb2d,1
3\My Documents\My Music\My Pictures\kiev winter.jpg,kiev winter.jpg,.jpg,image,103938,0.1,1154070074.0,0,UNLIKELY,False,,8e3b01916f5ac3fb47028037b646d774184378239b10d24bd205957e68d895d0,1
3\My Documents\My Music\My Pictures\kinkade-evening-on-avenue.jpg,kinkade-evening-on-avenue.jpg,.jpg,image,283576,0.27,1187486100.0,0,UNLIKELY,False,,b808183f02b67e977492bc8f8e5c55fd0799e2d5b44b29d993b9a7f66f6b8c39,1
3\My Documents\My Music\My Pictures\Kiss.jpg,Kiss.jpg,.jpg,image,41550,0.04,1208109890.0,0,UNLIKELY,False,,ba6edd2cf4839f3016e9f7a882652ff0c8669f863eb75c6060dc8468d0743130,1
3\My Documents\My Music\My Pictures\kol13a.jpg,kol13a.jpg,.jpg,image,22232,0.02,1209623350.0,0,UNLIKELY,False,,2e769d0778a1db206bff0a6bb7a6c2716d68bf17925cf60a1ee46da1afe8318f,1
3\My Documents\My Music\My Pictures\kol14a.jpg,kol14a.jpg,.jpg,image,22751,0.02,1209623606.0,0,UNLIKELY,False,,02f45a9c31677c5602ffca8138742c717689f41f45c78e56756af590438ed34e,1
3\My Documents\My Music\My Pictures\kol15a.jpg,kol15a.jpg,.jpg,image,28005,0.03,1209623454.0,0,UNLIKELY,False,,924abb085319b31321dd5ba6df873a1a6c4d8b2d798a003129d62a5b5a622178,1
3\My Documents\My Music\My Pictures\kol16a.jpg,kol16a.jpg,.jpg,image,26416,0.03,1209623402.0,0,UNLIKELY,False,,9f6f90849565f4a1494980bc4b1a108d66eb5056d17c3c6432f91d2b3e891f02,1
3\My Documents\My Music\My Pictures\kol1a.jpg,kol1a.jpg,.jpg,image,16704,0.02,1209623278.0,0,UNLIKELY,False,,fdacb001725ff3d1b3d13e4ce6cd806afdb479563820e835104068d8451a6fb6,1
3\My Documents\My Music\My Pictures\kol4a.jpg,kol4a.jpg,.jpg,image,14758,0.01,1209623720.0,0,UNLIKELY,False,,56f04cd14f33e823e0a28d87edebbf2bf453349d655d631849b835d9d46c753e,1
3\My Documents\My Music\My Pictures\L-SHAPE.jpg,L-SHAPE.jpg,.jpg,image,84137,0.08,1164749848.0,0,UNLIKELY,False,,f0823d2cd052ad48ee3f38033a30e7cdc63a2e6a5d6614cb34d07a7b41e91db8,1
3\My Documents\My Music\My Pictures\L-Shaped With Deck.jpg,L-Shaped With Deck.jpg,.jpg,image,82096,0.08,1164678250.0,0,UNLIKELY,False,,473ca24189d3b87c06e0e31e86bed9a28fdc456c1b451782f387aed8f5d1d432,1
3\My Documents\My Music\My Pictures\lab_image_seanymph2.jpg,lab_image_seanymph2.jpg,.jpg,image,11801,0.01,1220924844.0,0,UNLIKELY,False,,3402589bebcab17f156b96b7a9edf11e6cb8fd9abc0300fc27bdd7abd1b85ac6,1
3\My Documents\My Music\My Pictures\leaf.jpg,leaf.jpg,.jpg,image,1156,0.0,1134853328.0,0,UNLIKELY,False,,4d6ec4eb4aea3c4d1ec32af44c294e97cc5e5231a94d072ab8b100cebe5adec9,1
"3\My Documents\My Music\My Pictures\leba, poland1.jpg","leba, poland1.jpg",.jpg,image,33858,0.03,1249536692.0,0,UNLIKELY,False,,e018bf9bff92afd541ff63eef08dd2e4960f4e3e892edcb36c4362166fd6dce7,1
3\My Documents\My Music\My Pictures\leba10.jpg,leba10.jpg,.jpg,image,899018,0.86,1249537764.0,0,UNLIKELY,False,,9f4f078815bef0868818d653557698366f5164ee8b3caeaf2fe956ce0e3d0252,1
3\My Documents\My Music\My Pictures\leba2.jpg,leba2.jpg,.jpg,image,4330,0.0,1249536758.0,0,UNLIKELY,False,,4f5849d8f3d5b8973769fab62f0ed8f43964ffab5c882f9d3e0a85abaf2378b0,1
3\My Documents\My Music\My Pictures\leba3.jpg,leba3.jpg,.jpg,image,4066,0.0,1249536756.0,0,UNLIKELY,False,,194e42171e635bf46fe470de09d87a26d2848a5611dde7676bc3cbe97d221268,1
3\My Documents\My Music\My Pictures\leba5.jpg,leba5.jpg,.jpg,image,22871,0.02,1249538114.0,0,UNLIKELY,False,,199d7b467a7b599ba35d75023cd1ceb8fe44b6a429dd31ed38b65e0b3219b485,1
3\My Documents\My Music\My Pictures\leba7.jpg,leba7.jpg,.jpg,image,861249,0.82,1249537272.0,0,UNLIKELY,False,,d06357c15fcc3268205b8271037c4bdd712b97967018c47b5f2ef8459f9fbd3d,1
3\My Documents\My Music\My Pictures\leba9.jpg,leba9.jpg,.jpg,image,1512612,1.44,1249537672.0,0,UNLIKELY,False,,74887a6deaf8294965018f62cdf61ca73635c3cb22b575bc379d92072bcb55a9,1
3\My Documents\My Music\My Pictures\loft.jpg,loft.jpg,.jpg,image,35211,0.03,1185617878.0,0,UNLIKELY,False,,35442f041497bea76d71c57aa21cfd345686e56d098e1910f181105365826705,1
3\My Documents\My Music\My Pictures\logo2.gif,logo2.gif,.gif,image,5279,0.01,1158719954.0,0,UNLIKELY,False,,adf3c07e1fe1359048b49d5a0ab87e9924639fc6e67e6f6919d7e9bcc9d59b73,1
3\My Documents\My Music\My Pictures\Lone Ranger.jpg,Lone Ranger.jpg,.jpg,image,59968,0.06,1158481232.0,0,UNLIKELY,False,,d7f65bb155f13cf3a0a75e0c4a1e8c5f78fed0a1c03e88032a74b42119a71f58,1
3\My Documents\My Music\My Pictures\lovecraft.png,lovecraft.png,.png,image,1004410,0.96,1185750846.0,0,UNLIKELY,False,,b58193a2661203c04af4b480cf987b1e34763f7e9f8b345666d8fba6c3ced941,1
3\My Documents\My Music\My Pictures\Lowell's gate.jpg,Lowell's gate.jpg,.jpg,image,5425,0.01,1159262746.0,0,UNLIKELY,False,,4f8053a1341c7e7a85409ada45e8d151fb6a4f6584a8adf52e8106a87f896a13,1
3\My Documents\My Music\My Pictures\lowell's stairs.jpg,lowell's stairs.jpg,.jpg,image,4899,0.0,1159262814.0,0,UNLIKELY,False,,d8b797a739307f6613409e3fd5ac190afdcaa00b18652d9a9b4e6fe9e29ad011,1
3\My Documents\My Music\My Pictures\lowell_anvil.jpg,lowell_anvil.jpg,.jpg,image,20589,0.02,1159262546.0,0,UNLIKELY,False,,9140b5d19941c18627021e2545ea1f75a6186b36b042b804ff8675776918e160,1
3\My Documents\My Music\My Pictures\Lucia.jpg,Lucia.jpg,.jpg,image,101761,0.1,1189054520.0,0,UNLIKELY,False,,94f85f2467ddcde0533c06e0f8f0e86b49b5e1107ca5ec7a7084ba0e69a5f69c,1
3\My Documents\My Music\My Pictures\MadameX3.jpg,MadameX3.jpg,.jpg,image,72111,0.07,1191110416.0,0,UNLIKELY,False,,d160ebe705232329cc8a49bddcf87bf51dfb3ee4fb747b7d87bbd51f4ba101c7,1
3\My Documents\My Music\My Pictures\madison-flag-x.jpg,madison-flag-x.jpg,.jpg,image,138548,0.13,1247951068.0,0,UNLIKELY,False,,11d10329181ead3eac0edc38d626cf169dade9b9d05c59c7cef4d156ff0be485,1
3\My Documents\My Music\My Pictures\MapTownPawletend.jpg,MapTownPawletend.jpg,.jpg,image,5404,0.01,1218592654.0,0,UNLIKELY,False,,555cfc8ecd4d0825c38befa0bddc4eb8503e17742891533e7d9de852f1b22638,2
3\My Documents\My Music\My Pictures\Mata Hari.jpg,Mata Hari.jpg,.jpg,image,9942,0.01,1187939584.0,0,UNLIKELY,False,,6f93c57c36917df74e2d174c3f304581cea44da3061b8d8391b74783fd06c139,1
3\My Documents\My Music\My Pictures\media_nl;jsessionid=0a0108431f435d93484c8ae949a786fdaf2f123240cf.jpg,media_nl;jsessionid=0a0108431f435d93484c8ae949a786fdaf2f123240cf.jpg,.jpg,image,152425,0.15,1207814554.0,0,UNLIKELY,False,,3dbcdbaa8e0b64d160356f10e8c61c8de8ced75bea80cd76fa32a270eaf740ff,1
3\My Documents\My Music\My Pictures\memories.jpg,memories.jpg,.jpg,image,50676,0.05,1207386732.0,0,UNLIKELY,False,,96ea62441c17562cf7aa235fe822fea683afdf7cbb6c900283d53c5a517637a6,1
3\My Documents\My Music\My Pictures\Midnight.JPG,Midnight.JPG,.jpg,image,319631,0.3,1180556230.0,0,UNLIKELY,False,,bd373c57b6623ac96ace376bdbbb4d81ddde772062338dcccea0d67136754e15,1
3\My Documents\My Music\My Pictures\MorganCountyCourthouseTH.jpg,MorganCountyCourthouseTH.jpg,.jpg,image,29468,0.03,1247948988.0,0,UNLIKELY,False,,859dfe05f8051a24df2533baaaf6bff1bfb89cca16437ad55a92311ec81711b6,1
3\My Documents\My Music\My Pictures\MOULIN ROSE.jpg,MOULIN ROSE.jpg,.jpg,image,78889,0.08,1163840518.0,0,UNLIKELY,False,,8c80e2101ec0954505c3db85236232f20506dc7b76d6471366ed15cd69f58796,1
3\My Documents\My Music\My Pictures\MountHollystation.jpg,MountHollystation.jpg,.jpg,image,71099,0.07,1218592656.0,0,UNLIKELY,False,,a6ff3590f29f46f6433e0b12086f2d82441da5f21291f814337b379b58c1137a,1
3\My Documents\My Music\My Pictures\movementmounting.jpg,movementmounting.jpg,.jpg,image,23350,0.02,1248744350.0,0,UNLIKELY,False,,b125486bf603848031f3f8cc8b5da738c3191d9c97da933cbd1e2313ffe05488,1
3\My Documents\My Music\My Pictures\Moving_Out.jpg,Moving_Out.jpg,.jpg,image,32276,0.03,1209621684.0,0,UNLIKELY,False,,755627ff2e7564d86f1049b4b075a22578603bec464fa773e4ac784282a1023f,1
3\My Documents\My Music\My Pictures\Mt. Holly station.jpg,Mt. Holly station.jpg,.jpg,image,14798,0.01,1217481688.0,0,UNLIKELY,False,,4909a19de2049b8addcf39246b191bbf4da4844c4cdd75d06fad6bbb7386a6b1,1
3\My Documents\My Music\My Pictures\mums2.jpg,mums2.jpg,.jpg,image,28362,0.03,1151205960.0,0,UNLIKELY,False,,c6b88009c94f61d6720f18050f49ee06faeba11101f412dd9347b66c5b1c40a1,1
3\My Documents\My Music\My Pictures\murderontheorientexpress.jpg,murderontheorientexpress.jpg,.jpg,image,93133,0.09,1205736970.0,0,UNLIKELY,False,,b230d4bce6567e7ebb11abc0b90370e0e824f41d13de28bf8a9c1f45b998e92e,1
3\My Documents\My Music\My Pictures\National Airport.jpg,National Airport.jpg,.jpg,image,23809,0.02,1165786194.0,0,UNLIKELY,False,,b3a81155406f23c9416f9402629010f9f4750c062d0ec0bb5de354f4100b3e07,1
3\My Documents\My Music\My Pictures\neonopen24_gif.png,neonopen24_gif.png,.png,image,5233,0.0,1220910870.0,0,UNLIKELY,False,,a0d2d6dd2dc9445cc4d7634518f80e874287432801f462011f032d442b8a8e7c,1
3\My Documents\My Music\My Pictures\New_20th_Century_Ltd.jpg,New_20th_Century_Ltd.jpg,.jpg,image,32015,0.03,1176864468.0,0,UNLIKELY,False,,75a5b97a7b5ed9e5094383f3adc3b7a15914ad79fb95b6d6c5fa94265cfcef04,1
3\My Documents\My Music\My Pictures\Nicolaas_Rubens_art.jpg,Nicolaas_Rubens_art.jpg,.jpg,image,96221,0.09,1183025204.0,0,UNLIKELY,False,,7f7cd47b78cfb0dab1d1bf5cf2b5cf4083b65133adf26470d124a1c43793fa80,1
3\My Documents\My Music\My Pictures\Norse_Nine_Worlds.jpg,Norse_Nine_Worlds.jpg,.jpg,image,22109,0.02,1205299114.0,0,UNLIKELY,False,,c54525df7a2980be71f1a168f0ff704c2c5bbd1562d2b530351275a2ba392bd2,1
